Fiscal Year,Library,County,Principal Public?,AENGLC Rank,Population of Service Area,Total Library Visits,Library Visits Per Capita Served,Total Registered Borrowers,Percent of Residents with Library Cards,Reference Questions,Reference Questions Per Capita Served,Total Circulation,Circulation Per Capita Served,Total Programs (Synchronous + Prerecorded),Total Program Attendance & Views,Total Program Attendance & Views Per Capita Served,Total Collection,Collection Per Capita Served,Total Operating Income,Operating Income Per Capita,Town Tax Appropriation for Library,Tax Appropriation Per Capita Served,Library Materials Expenditures,Wages & Salaries Expenditures,Operating Expenditures,Operating Expenditures Per Capita
2001,Woodbury,Litchfield,P,46.0,9198.0,55280.0,4.6,5500.0,0.6,5810.0,,79387.0,7.1,262.0,5044.5,0.4,69930.0,7.6,472387.0,51.36,472387.0,51.36,50191.0,273187.0,451792.5,36.7
2001,Woodstock - Bracken,Windham,P,100.0,7221.0,3500.0,0.5,2800.0,0.39,5810.0,,15710.0,2.2,60.0,1200.0,0.2,18210.0,2.5,13564.0,1.88,10631.0,1.47,5706.0,4600.0,10806.0,1.5
2001,"Woodstock, East",Windham,N,84.0,13063.5,2600.0,4.6,190.0,0.46,45.0,,7385.0,7.1,31.0,170.0,0.4,8309.0,1.2,15181.0,37.02,10631.0,31.73,4117.0,5124.0,10962.0,1.5
2001,"Woodstock, North",Windham,N,84.0,13063.5,3344.0,4.6,151.0,0.46,297.0,,6038.0,7.1,262.0,5044.5,0.4,9652.0,1.3,12293.0,37.02,10631.0,31.73,3019.0,4952.0,8429.0,1.2
2001,"Woodstock, West",Windham,N,84.0,13063.5,2200.0,4.6,750.0,0.46,5810.0,,6785.0,7.1,262.0,5044.5,0.4,15000.0,2.1,460418.0,37.02,369539.0,31.73,50191.0,273187.0,451792.5,36.7
2002,Andover,Tolland,P,111.0,3179.0,9800.0,3.1,1847.0,0.58,539.0,0.2,20623.0,6.5,52.0,794.0,0.2,17687.0,5.6,83453.0,26.25,78147.0,24.58,12721.0,51319.0,70481.0,22.2
2002,Ansonia,New Haven,P,156.0,18950.0,57600.0,3.0,13975.0,0.74,15600.0,0.8,91743.0,4.8,362.0,6680.0,0.4,81230.0,4.3,512139.0,27.03,470415.0,24.82,93444.0,317659.0,485403.0,25.6
2002,Ashford-Babcock,Windham,P,134.0,4332.0,13267.0,3.1,1913.0,0.44,525.0,0.1,17724.0,4.1,120.0,1025.0,0.2,20329.0,4.7,136435.0,31.49,130000.0,30.01,50191.0,76462.0,83410.0,19.3
2002,Avon,Hartford,P,18.0,16323.0,165367.0,10.1,8697.0,0.53,33104.0,2.0,258611.0,15.8,394.0,7670.0,0.5,84082.0,5.2,1100565.0,67.42,987683.0,60.51,127987.0,573469.0,825673.0,50.6
2002,Beacon Falls,New Haven,P,118.0,5578.0,9429.0,1.7,1770.0,0.32,1168.0,0.2,13850.0,2.5,233.0,2461.0,0.4,8239.0,1.5,59909.0,10.74,67890.0,12.17,7110.0,45653.0,59309.0,10.6
2002,Berlin-Peck,Hartford,P,56.0,18281.0,102232.0,5.6,7334.0,0.4,13809.0,0.8,224337.0,12.3,440.0,9283.0,0.5,92854.0,5.1,783323.0,42.85,753236.0,41.2,117019.0,419693.0,593531.0,32.5
2002,Bethany - Clark,New Haven,P,52.0,5066.0,17400.0,3.4,3000.0,0.59,550.0,0.1,43813.0,8.6,50.0,638.0,0.1,36537.0,7.2,90515.0,17.87,71255.0,14.07,19494.0,44005.0,69681.0,13.8
2002,Bethel,Fairfield,P,67.0,18052.0,169608.0,9.4,12809.0,0.71,20696.0,1.1,152356.0,8.4,231.0,5226.0,0.3,95595.0,5.3,654429.0,36.25,639433.0,35.42,117099.0,421354.0,649485.0,36.0
2002,Bethlehem,Litchfield,P,63.0,3476.0,20324.0,5.8,2917.0,0.84,2958.0,0.9,28777.0,8.3,133.0,1632.0,0.5,25479.0,7.3,90068.0,25.91,80000.0,23.01,8977.0,59023.0,70637.0,20.3
2002,Bloomfield - Prosser,Hartford,P,59.0,19134.0,55280.0,4.6,7654.0,0.4,12062.0,0.6,254546.0,13.3,556.0,12371.0,0.6,85089.0,4.4,1178672.0,61.6,1112626.0,58.15,118650.0,777192.0,1024397.0,53.5
2002,Bolton - Bentley,Tolland,P,88.0,5140.0,55280.0,4.6,2257.0,0.44,2259.0,0.4,58459.0,11.4,62.0,780.0,0.2,41000.0,8.0,178441.0,34.72,183628.0,35.73,33175.0,121851.0,183628.0,35.7
2002,Branford - Blackstone,New Haven,P,49.0,28444.0,69910.0,2.5,26279.0,0.92,63250.0,2.2,157347.0,5.5,262.0,5044.5,0.4,87791.0,3.1,953977.0,33.54,706467.0,24.84,72448.0,536030.0,726678.0,25.5
2002,Branford - Willoughby,New Haven,N,49.0,13063.5,7500.0,0.3,5200.0,0.18,1000.0,0.0,20685.0,0.7,137.0,6750.0,0.2,20710.0,0.7,161147.0,5.67,160612.0,5.64,23000.0,104812.0,156412.0,5.5
2002,Bridgeport,Fairfield,P,166.0,138216.0,416994.0,3.0,70888.0,0.51,199062.0,1.4,464843.0,3.4,831.0,15229.0,0.1,498677.0,3.6,4304267.0,31.14,4009104.0,29.01,704134.0,2717810.0,3868936.0,28.0
2002,Bridgewater - Burnham,Litchfield,P,20.0,1849.0,17947.0,9.7,914.0,0.49,957.0,0.5,24229.0,13.1,151.0,6715.0,3.6,30059.0,16.3,90428.0,48.91,55399.0,29.96,15724.0,60042.0,85619.0,46.3
2002,Bristol,Hartford,P,135.0,60026.0,290000.0,4.8,17338.0,0.29,35715.0,0.6,368743.0,6.1,885.0,28018.0,0.5,158974.0,2.6,1421325.0,23.68,1410529.0,23.5,205319.0,942448.0,1277603.0,21.3
2002,Brookfield,Fairfield,P,33.0,15916.0,98714.0,6.2,6468.0,0.41,44500.0,2.8,131836.0,8.3,431.0,6178.0,0.4,63456.0,4.0,479135.0,30.1,464540.0,29.19,61000.0,358543.0,469822.0,29.5
2002,Brooklyn,Windham,P,150.0,7333.0,12000.0,1.6,2114.0,0.29,1500.0,0.2,23677.0,3.2,6.0,140.0,0.0,23264.0,3.2,90414.0,12.33,81915.0,11.17,7347.0,43121.0,62295.0,8.5
2002,Burlington,Hartford,P,69.0,8352.0,33982.0,4.1,3329.0,0.4,884.0,0.1,48838.0,5.8,162.0,3450.0,0.4,38039.0,4.6,180248.0,21.58,169505.0,20.3,18219.0,111721.0,162109.0,19.4
2002,Canaan - David Hunt,Litchfield,P,54.0,1090.0,17472.0,16.0,747.0,0.69,1203.0,1.1,16091.0,14.8,143.0,2949.0,2.7,27805.0,25.5,89939.0,82.51,30000.0,27.52,8033.0,45844.0,64521.0,59.2
2002,Canterbury,Windham,P,151.0,4762.0,13560.0,2.8,2253.0,0.47,3600.0,0.8,22779.0,4.8,4.0,71.0,0.0,11600.0,2.4,51927.0,10.9,48725.0,10.23,6686.0,36000.0,49016.0,10.3
2002,Canton,Hartford,P,57.0,9162.0,113828.0,12.4,4853.0,0.53,16428.0,1.8,117644.0,12.8,282.0,5324.0,0.6,50644.0,5.5,353627.0,38.6,337650.0,36.85,44391.0,254923.0,335932.0,36.7
2002,Chaplin,Windham,P,137.0,2368.0,6900.0,2.9,781.0,0.33,102.0,0.0,8132.0,3.4,10.0,120.0,0.1,13900.0,5.9,49644.0,20.96,48020.0,20.28,6150.0,23270.0,35170.0,14.9
2002,Cheshire,New Haven,P,55.0,28848.0,101000.0,3.5,25322.0,0.88,22646.0,0.8,333964.0,11.6,258.0,7236.0,0.3,118370.0,4.1,1128852.0,39.13,1035840.0,35.91,133275.0,874668.0,1128852.0,39.1
2002,Chester,Middlesex,P,58.0,3968.0,22500.0,5.7,2800.0,0.71,1023.0,0.3,34353.0,8.7,52.0,881.0,0.2,15410.0,3.9,77129.0,19.44,71505.0,18.02,16888.0,58155.0,77129.0,19.4
2002,Clinton - Henry C. Hull,Middlesex,P,90.0,13300.0,132000.0,9.9,7916.0,0.6,33000.0,2.5,338175.0,25.4,117.0,3888.0,0.3,62661.0,4.7,587702.0,44.19,432592.0,32.53,110093.0,301111.0,504765.0,38.0
2002,Colchester - Cragin,New London,P,126.0,14733.0,43500.0,3.0,12500.0,0.85,575.0,0.0,81870.0,5.6,230.0,3440.0,0.2,52522.0,3.6,264625.0,17.96,233350.0,15.84,50191.0,183659.0,209135.0,14.2
2002,Columbia - S.B. Little,Tolland,P,82.0,5080.0,12500.0,2.5,2861.0,0.56,15500.0,3.1,48704.0,9.6,67.0,1228.0,0.2,38379.0,7.6,151923.0,29.91,172376.0,33.93,50267.0,95983.0,182839.0,36.0
2002,Cornwall,Litchfield,P,10.0,1412.0,8000.0,5.7,704.0,0.5,5810.0,,13768.0,9.8,62.0,1141.0,0.8,17686.0,12.5,74414.0,52.7,5650.0,4.0,6979.0,49484.0,73714.0,52.2
2002,"Cornwall, West",Litchfield,N,84.0,13063.5,55280.0,4.6,30.0,0.02,5810.0,,780.0,0.6,262.0,5044.5,0.4,56998.0,4.7,460418.0,37.02,369539.0,31.73,50191.0,273187.0,451792.5,36.7
2002,Coventry - Booth Dim,Tolland,P,129.0,11676.0,50000.0,4.3,5429.0,0.46,2137.0,0.2,95429.0,8.2,203.0,3747.0,0.3,52044.0,4.5,238842.0,20.46,221930.0,19.01,29606.0,130962.0,178787.0,15.3
2002,Cromwell,Middlesex,P,98.0,13080.0,68796.0,5.3,5497.0,0.42,5124.0,0.4,86816.0,6.6,175.0,4090.0,0.3,64636.0,4.9,404434.0,30.92,400140.0,30.59,59849.0,283617.0,412278.0,31.5
2002,Danbury,Fairfield,P,83.0,74550.0,509224.0,6.8,22442.0,0.3,52382.0,0.7,475415.0,6.4,422.0,8860.0,0.1,117124.0,1.6,1960017.0,26.29,1765523.0,23.68,221058.0,1411015.0,1947847.0,26.1
2002,Darien,Fairfield,P,2.0,20049.0,364719.0,18.2,18437.0,0.92,34539.0,1.7,626766.0,31.3,492.0,15078.0,0.8,167750.0,8.4,2441056.0,121.75,1701556.0,84.87,450301.0,1270170.0,2081117.0,103.8
2002,Deep River,Middlesex,P,79.0,4466.0,33042.0,7.4,3552.0,0.8,2710.0,0.6,33098.0,7.4,122.0,1431.0,0.3,25120.0,5.6,103772.0,23.24,94286.0,21.11,14160.0,60910.0,87540.0,19.6
2002,Derby,New Haven,P,144.0,12599.0,75000.0,6.0,4914.0,0.39,4400.0,0.3,45205.0,3.6,206.0,5291.0,0.4,42908.0,3.4,367404.0,29.16,274000.0,21.75,40000.0,220860.0,346075.0,27.5
2002,Derby Neck,New Haven,P,84.0,13063.5,7413.0,0.6,1302.0,0.1,279.0,0.0,11721.0,0.9,77.0,492.0,0.0,51107.0,4.1,814627.0,64.65,500.0,0.03,4859.0,83113.0,178058.0,14.4
2002,Durham,Middlesex,P,85.0,6703.0,92285.0,13.8,4615.0,0.69,10450.0,1.6,125664.0,18.7,319.0,8480.0,1.3,50944.0,7.6,357704.0,53.36,317927.0,47.43,39250.0,211525.0,311952.0,46.5
2002,East Granby,Hartford,P,42.0,4880.0,45000.0,9.2,3500.0,0.72,950.0,0.2,29330.0,6.0,97.0,1133.0,0.2,28623.0,5.9,155638.0,31.89,100000.0,20.49,22147.0,73081.0,128511.0,26.3
2002,East Haddam,Middlesex,P,84.0,8417.0,16385.0,1.9,4215.0,0.5,345.0,0.0,21157.0,2.5,189.0,2750.0,0.3,16472.0,2.0,118745.0,14.11,58500.0,6.95,15986.0,54227.0,89320.0,10.6
2002,East Haddam - Rathbun,Middlesex,N,84.0,13063.5,31538.0,3.7,2568.0,0.31,6231.0,0.7,31538.0,3.7,163.0,1145.0,0.1,22835.0,2.7,162316.0,19.28,71625.0,8.5,14490.0,111270.0,152570.0,18.3
2002,East Hampton,Middlesex,P,110.0,11381.0,71254.0,6.3,8703.0,0.76,7262.0,0.6,87608.0,7.7,320.0,5961.0,0.5,48894.0,4.3,269769.0,23.7,258440.0,22.71,62300.0,169347.0,272618.0,24.0
2002,East Hartford,Hartford,P,139.0,49734.0,49112.0,1.0,13424.0,0.27,69400.0,1.4,223213.0,4.5,316.0,6895.0,0.1,170355.0,3.4,1002086.0,20.15,950347.0,19.11,142474.0,645693.0,871818.0,17.5
2002,East Haven - Hagaman,New Haven,P,148.0,27969.0,99500.0,3.6,17531.0,0.63,6660.0,0.2,131642.0,4.7,127.0,3000.0,0.1,67670.0,2.4,602989.0,21.56,507493.0,18.14,68400.0,328286.0,467481.0,16.7
2002,East Lyme,New London,P,77.0,17694.0,75000.0,4.2,20542.0,1.16,9655.0,0.5,149344.0,8.4,170.0,5496.0,0.3,109190.0,6.2,782108.0,44.2,693631.0,39.2,109514.0,458640.0,691189.0,39.1
2002,East Windsor - Warehouse,Hartford,P,105.0,9958.0,31280.0,3.1,3489.0,0.35,5810.0,,61671.0,6.2,246.0,5858.0,0.6,34477.0,3.5,301070.0,30.23,128000.0,12.85,21508.0,178171.0,266006.0,26.7
2002,Eastford,Windham,P,109.0,1532.0,4855.0,3.2,557.0,0.36,5810.0,,7309.0,4.8,4.0,63.0,0.0,12341.0,8.1,36654.0,23.93,36073.0,23.55,4293.0,19784.0,26581.0,17.4
2002,Easton,Fairfield,P,9.0,7480.0,63422.0,8.5,5832.0,0.78,13852.0,1.9,116824.0,15.6,46.0,1892.0,0.3,64558.0,8.6,898551.0,120.13,365786.0,48.9,71602.0,210778.0,307508.0,41.1
2002,Ellington - Hall,Tolland,P,113.0,13145.0,87404.0,6.6,8668.0,0.66,4489.0,0.3,123078.0,9.4,142.0,3266.0,0.2,52453.0,4.0,404220.0,30.75,373852.0,28.44,41176.0,221077.0,327643.0,24.9
2002,Enfield,Hartford,P,133.0,44987.0,231670.0,5.1,14399.0,0.32,19801.0,0.4,266309.0,5.9,376.0,11292.0,0.3,124602.0,2.8,1051901.0,23.38,1031212.0,22.92,134500.0,767443.0,999439.0,22.2
2002,Essex,Middlesex,P,28.0,6539.0,45215.0,6.9,3480.0,0.53,4680.0,0.7,50224.0,7.7,90.0,2478.0,0.4,28460.0,4.4,302209.0,46.22,75000.0,11.47,32004.0,147212.0,247272.0,37.8
2002,Essex - Ivoryton,Middlesex,N,28.0,13063.5,55280.0,4.6,5243.0,0.46,5810.0,,8146.0,1.2,59.0,1850.0,0.3,8000.0,1.2,137082.0,20.96,43000.0,6.58,9000.0,27000.0,42400.0,6.5
2002,Fairfield,Fairfield,P,22.0,58049.0,555340.0,9.6,57200.0,0.99,80452.0,1.4,754272.0,13.0,648.0,15664.0,0.3,378753.0,6.5,3167504.0,54.57,2960384.0,51.0,535734.0,1825734.0,2572648.0,44.3
2002,Fairfield - Pequot,Fairfield,N,84.0,13063.5,99355.0,1.7,3635.0,0.06,5469.0,0.1,56563.0,1.0,298.0,15230.0,0.3,111114.0,1.9,939178.0,16.17,280000.0,4.82,98598.0,458722.0,957432.0,16.7
2002,Farmington,Hartford,P,24.0,23969.0,189061.0,7.9,10563.0,0.44,40855.0,1.7,317527.0,13.2,858.0,18705.0,0.8,162239.0,6.8,1701592.0,70.99,1580800.0,65.95,153985.0,1148772.0,1526975.0,63.7
2002,Glastonbury - Wells-T.,Hartford,P,38.0,32985.0,345911.0,10.5,15955.0,0.48,17333.0,0.5,462804.0,14.0,424.0,13300.0,0.4,134105.0,4.1,1411810.0,42.8,1306228.0,39.6,205000.0,716069.0,1057033.0,32.0
2002,"Glastonbury, East",Hartford,N,84.0,13063.5,11700.0,0.4,212.0,0.01,75.0,0.0,14330.0,0.4,2.0,60.0,0.0,16969.0,0.5,22195.0,1.48,5000.0,0.15,9567.0,273187.0,14577.0,0.5
2002,"Glastonbury, South",Hartford,N,84.0,13063.5,4800.0,0.1,5243.0,0.46,5810.0,,5400.0,0.2,2.0,45.0,0.0,56998.0,4.7,460418.0,37.02,369539.0,31.73,50191.0,273187.0,451792.5,36.7
2002,Goshen,Litchfield,P,30.0,2730.0,9580.0,3.5,2205.0,0.81,305.0,0.1,24454.0,9.0,116.0,1376.0,0.5,26225.0,9.6,112428.0,41.18,106535.0,39.02,30770.0,66062.0,105870.0,38.8
2002,Granby,Hartford,P,65.0,10721.0,77428.0,7.2,6456.0,0.6,15066.0,1.4,140303.0,13.1,313.0,5987.0,0.6,64782.0,6.0,349770.0,32.62,349771.0,32.62,53609.0,257010.0,399585.0,37.3
2002,Greenwich,Fairfield,P,1.0,61606.0,712648.0,11.6,52825.0,0.86,169122.0,2.7,1213608.0,19.7,1131.0,49659.0,0.8,439602.0,7.1,4525634.0,73.46,5663185.0,91.93,1221310.0,4218727.0,6148222.0,99.8
2002,Greenwich - Perrot,Fairfield,N,84.0,13063.5,198983.0,3.2,60822.0,0.99,14777.0,0.2,191461.0,3.1,320.0,8015.0,0.1,69950.0,1.1,1121042.0,18.19,1046567.0,17.0,105200.0,738209.0,1062592.0,17.4
2002,Griswold - Slater,New London,P,160.0,10758.0,30300.0,2.8,5082.0,0.47,3456.0,0.3,29040.0,2.7,67.0,1249.0,0.1,21515.0,2.0,86910.0,8.08,90984.0,8.46,16334.0,52134.0,121895.0,11.3
2002,Groton,New London,P,123.0,39224.0,270286.0,6.9,29548.0,0.75,40872.0,1.0,344517.0,8.8,687.0,16287.0,0.4,123869.0,3.2,1990884.0,50.76,1949739.0,49.71,213937.0,1270886.0,1729451.0,44.1
2002,Groton - Bill,New London,N,84.0,39224.0,15000.0,0.4,1118.0,0.03,5810.0,,16100.0,0.4,9.0,45.0,0.0,21000.0,0.5,125269.0,3.19,1.0,0.0,17500.0,80000.0,123700.0,3.1
2002,Groton - Mystic,New London,N,84.0,13063.5,66300.0,1.7,6025.0,0.15,5810.0,,88740.0,2.3,69.0,5044.5,0.4,48648.0,1.2,395649.0,10.08,170259.0,4.34,33195.0,210964.0,299982.0,7.5
2002,Guilford,New Haven,P,36.0,21782.0,360000.0,16.5,19841.0,0.91,23585.0,1.1,273442.0,12.6,349.0,12239.0,0.6,118125.0,5.4,855205.0,39.26,781970.0,35.9,87000.0,655257.0,854040.0,39.2
2002,Haddam - Brainerd,Middlesex,P,45.0,7313.0,43308.0,5.9,2464.0,0.34,2753.0,0.4,39489.0,5.4,152.0,2200.0,0.3,26539.0,3.6,220557.0,30.16,170000.0,23.25,30362.0,117924.0,182789.0,25.0
2002,Hamden,New Haven,P,124.0,56388.0,306782.0,5.4,25578.0,0.45,34134.0,0.6,446819.0,7.9,163.0,3691.0,0.1,192173.0,3.4,1677339.0,29.75,1596583.0,28.31,256467.0,1214877.0,1628069.0,28.9
2002,Hampton - Fletcher,Windham,P,130.0,1681.0,2217.0,1.3,767.0,0.46,25.0,0.0,5177.0,3.1,262.0,5044.5,0.4,12839.0,7.6,28940.0,17.22,8000.0,4.76,3809.0,2.0,8073.0,4.8
2002,Hartford,Hartford,P,169.0,123850.0,716691.0,5.8,52692.0,0.43,437000.0,3.5,540201.0,4.4,4422.0,93343.0,0.8,454765.0,3.7,6536147.0,52.77,5572430.0,44.99,657175.0,4693284.0,6523963.0,52.7
2002,Hartland,Hartford,P,95.0,1993.0,380.0,0.2,1150.0,0.58,38.0,0.0,879.0,0.4,6.0,35.0,0.0,6839.0,3.4,4808.0,2.41,3686.0,1.85,3500.0,273187.0,6800.0,3.4
2002,Harwinton,Litchfield,P,74.0,5392.0,24389.0,4.5,3321.0,0.62,2420.0,0.4,45544.0,8.4,153.0,3891.0,0.7,30860.0,5.7,112274.0,20.82,96013.0,17.81,21091.0,76021.0,113659.0,21.1
2002,Hebron - Douglas,Tolland,P,99.0,9025.0,116527.0,12.9,6850.0,0.76,5810.0,,120034.0,13.3,40.0,3515.0,0.4,46578.0,5.2,239566.0,26.54,318648.0,35.31,33000.0,182310.0,242310.0,26.8
2002,Kent,Litchfield,P,39.0,2907.0,42000.0,14.4,1600.0,0.55,1130.0,0.4,22491.0,7.7,220.0,2225.0,0.8,10371.0,3.6,155240.0,53.4,65000.0,22.36,10360.0,69510.0,110077.0,37.9
2002,Killingly,Windham,P,159.0,16357.0,111626.0,6.8,14334.0,0.88,3525.0,0.2,127510.0,7.8,488.0,4851.0,0.3,62867.0,3.8,586719.0,35.87,556076.0,34.0,48343.0,345106.0,479893.0,29.3
2002,Killingworth,Middlesex,P,70.0,6278.0,37757.0,6.0,3472.0,0.55,2895.0,0.5,62402.0,9.9,81.0,1988.0,0.3,58564.0,9.3,225666.0,35.95,126500.0,20.15,46191.0,119244.0,206355.0,32.9
2002,Lebanon - JonTrumbull,New London,P,116.0,6874.0,88100.0,12.8,5300.0,0.77,3100.0,0.5,48973.0,7.1,96.0,1836.0,0.3,41077.0,6.0,128868.0,18.75,100000.0,14.55,25006.0,69346.0,107355.0,15.6
2002,Ledyard,New London,P,115.0,14993.0,86028.0,5.7,7732.0,0.52,7537.0,0.5,159050.0,10.6,346.0,8075.0,0.5,74079.0,4.9,505573.0,33.72,486375.0,32.44,85231.0,316150.0,465138.0,31.0
2002,Litchfield - OWL,Litchfield,P,61.0,8374.0,36753.0,4.4,4083.0,0.49,3403.0,0.4,73324.0,8.8,100.0,2316.0,0.3,50805.0,6.1,389732.0,46.54,217835.0,26.01,50054.0,213831.0,330446.0,39.5
2002,"Litchfield, Gilbert",Litchfield,N,84.0,13063.5,3100.0,0.4,404.0,0.05,5810.0,,2701.0,0.3,30.0,600.0,0.1,9498.0,1.1,17538.0,2.09,16500.0,1.97,2420.0,8700.0,15102.0,1.8
2002,Lyme,New London,P,14.0,2046.0,11874.0,5.8,1143.0,0.56,882.0,0.4,19155.0,9.4,56.0,828.0,0.4,24882.0,12.2,126057.0,61.61,96124.0,46.98,16145.0,62201.0,97530.0,47.7
2002,Madison - E.C.Scranton,New Haven,P,25.0,18280.0,84021.0,4.6,10005.0,0.55,13560.0,0.7,237677.0,13.0,627.0,14219.0,0.8,101823.0,5.6,1008443.0,55.17,826476.0,45.21,138935.0,497207.0,772811.0,42.3
2002,Manchester,Hartford,P,127.0,54680.0,384416.0,7.0,25513.0,0.47,48488.0,0.9,866259.0,15.8,671.0,18929.0,0.3,199374.0,3.6,2274798.0,41.6,2232455.0,40.83,258626.0,1330361.0,1722720.0,31.5
2002,Mansfield,Tolland,P,164.0,21315.0,100000.0,4.7,5492.0,0.26,2072.0,0.1,218051.0,10.2,345.0,7355.0,0.3,69872.0,3.3,532716.0,24.99,493800.0,23.17,89446.0,349581.0,495053.0,23.2
2002,Marlborough-Richmond,Hartford,P,87.0,5865.0,56608.0,9.7,3819.0,0.65,5815.0,1.0,142556.0,24.3,165.0,3979.0,0.7,35331.0,6.0,303647.0,51.77,235675.0,40.18,49302.0,160970.0,285269.0,48.6
2002,Meriden,New Haven,P,158.0,56451.0,299500.0,5.3,46540.0,0.82,87802.0,1.6,505598.0,9.0,982.0,37366.0,0.7,240987.0,4.3,1747012.0,30.95,1699354.0,30.1,145200.0,1305008.0,1642383.0,29.1
2002,Middlebury,New Haven,P,31.0,6613.0,52750.0,8.0,4898.0,0.74,7100.0,1.1,93174.0,14.1,455.0,8615.0,1.3,53004.0,8.0,303107.0,45.84,295771.0,44.73,51000.0,180736.0,270771.0,40.9
2002,Middlefield - Levi Coe,Middlesex,P,91.0,4322.0,24669.0,5.7,2790.0,0.65,1725.0,0.4,29398.0,6.8,198.0,2561.0,0.6,25711.0,5.9,187158.0,43.3,161510.0,37.37,17785.0,98043.0,159215.0,36.8
2002,Middletown - Russell,Middlesex,P,125.0,45612.0,330843.0,7.3,35195.0,0.77,31677.0,0.7,531245.0,11.6,411.0,16628.0,0.4,195553.0,4.3,2329620.0,51.07,2273634.0,49.85,290215.0,1767981.0,2296741.0,50.4
2002,Milford,New Haven,P,72.0,52204.0,55280.0,4.6,39938.0,0.77,36924.0,0.7,269323.0,5.2,370.0,7406.0,0.1,114802.0,2.2,907916.0,17.39,869363.0,16.65,143123.0,643327.0,907916.0,17.4
2002,Monroe - Edith Wheeler,Fairfield,P,51.0,19450.0,119325.0,6.1,9427.0,0.48,10497.0,0.5,166954.0,8.6,224.0,4064.0,0.2,76715.0,3.9,521729.0,26.82,498765.0,25.64,99107.0,325467.0,485012.0,24.9
2002,Montville - Raymond,New London,P,128.0,19076.0,10764.0,0.6,7237.0,0.38,1031.0,0.1,24353.0,1.3,5.0,199.0,0.0,23519.0,1.2,60748.0,3.18,25000.0,1.31,7388.0,40062.0,67135.0,3.5
2002,Morris,Litchfield,P,53.0,2350.0,7017.0,3.0,1443.0,0.61,401.0,0.2,34122.0,14.5,55.0,342.0,0.1,16541.0,7.0,57275.0,24.37,54465.0,23.18,5900.0,37690.0,56569.0,24.1
2002,Naugatuck - Howard W.,New Haven,P,146.0,31048.0,160151.0,5.2,10158.0,0.33,13691.0,0.4,89510.0,2.9,249.0,5046.0,0.2,77108.0,2.5,937044.0,30.18,545000.0,17.55,77206.0,412189.0,666772.0,21.5
2002,New Britain,Hartford,P,167.0,71665.0,270834.0,3.8,23282.0,0.32,42951.0,0.6,323909.0,4.5,1248.0,28179.0,0.4,256147.0,3.6,2557156.0,35.68,2406443.0,33.58,187197.0,1471898.0,1977273.0,27.6
2002,New Canaan,Fairfield,P,3.0,19882.0,364000.0,18.3,15724.0,0.79,44401.0,2.2,382266.0,19.2,851.0,18558.0,0.9,166873.0,8.4,1697396.0,85.37,1316160.0,66.2,297903.0,981271.0,1501542.0,75.5
2002,New Fairfield,Fairfield,P,44.0,14338.0,102752.0,7.2,10813.0,0.75,5810.0,,168310.0,11.7,167.0,4718.0,0.3,52292.0,3.6,392742.0,27.39,369064.0,25.74,50787.0,292963.0,372770.0,26.0
2002,New Hartford-Bakerville,Litchfield,N,84.0,13063.5,8200.0,1.3,1095.0,0.18,5810.0,,23233.0,3.7,60.0,5044.5,0.4,11592.0,1.9,460418.0,37.02,369539.0,31.73,50191.0,273187.0,451792.5,36.7
2002,New Hartford-Licia M.B.,Litchfield,P,89.0,6202.0,50000.0,8.1,5893.0,0.95,3900.0,0.6,65466.0,10.6,223.0,2680.0,0.4,38281.0,6.2,264579.0,42.66,169300.0,27.3,42590.0,120334.0,215252.0,34.7
2002,New Haven,New Haven,P,168.0,124988.0,460000.0,3.7,35992.0,0.29,162833.0,1.3,229643.0,1.8,1268.0,34607.0,0.3,439078.0,3.5,3089100.0,24.72,4116446.0,32.93,411630.0,3043414.0,3920764.0,31.4
2002,New London,New London,P,163.0,25653.0,285000.0,11.1,20441.0,0.8,25384.0,1.0,150247.0,5.9,326.0,6227.0,0.2,81431.0,3.2,733400.0,28.59,551000.0,21.48,65394.0,302254.0,534565.0,20.8
2002,New Milford,Litchfield,P,68.0,27704.0,392340.0,14.2,10936.0,0.39,7388.0,0.3,243856.0,8.8,538.0,12011.0,0.4,95444.0,3.4,930271.0,33.58,887705.0,32.04,186354.0,571404.0,908651.0,32.8
2002,Newington - LucyWelles,Hartford,P,93.0,29349.0,304792.0,10.4,14851.0,0.51,49753.0,1.7,436106.0,14.9,647.0,21459.0,0.7,126341.0,4.3,1553177.0,52.92,1463034.0,49.85,217646.0,967508.0,1294220.0,44.1
2002,Newtown - Cyr.Booth,Fairfield,P,43.0,25355.0,114000.0,4.5,22264.0,0.88,48324.0,1.9,209433.0,8.3,493.0,12547.0,0.5,98862.0,3.9,920530.0,36.31,737000.0,29.07,110146.0,452054.0,670133.0,26.4
2002,Norfolk,Litchfield,P,48.0,1781.0,29198.0,16.4,1253.0,0.7,1485.0,0.8,35425.0,19.9,157.0,3330.0,1.9,30445.0,17.1,311267.0,174.77,1000.0,0.56,47150.0,133412.0,261452.0,146.8
2002,North Branford,New Haven,P,104.0,13849.0,50540.0,3.6,9136.0,0.66,4715.0,0.3,118730.0,8.6,251.0,5472.0,0.4,70035.0,5.1,487971.0,35.24,468547.0,33.83,74364.0,290356.0,409049.0,29.5
