Fiscal Year,Library,County,Principal Public?,AENGLC Rank,Population of Service Area,Total Library Visits,Library Visits Per Capita Served,Total Registered Borrowers,Percent of Residents with Library Cards,Reference Questions,Reference Questions Per Capita Served,Total Circulation,Circulation Per Capita Served,Total Programs (Synchronous + Prerecorded),Total Program Attendance & Views,Total Program Attendance & Views Per Capita Served,Total Collection,Collection Per Capita Served,Total Operating Income,Operating Income Per Capita,Town Tax Appropriation for Library,Tax Appropriation Per Capita Served,Library Materials Expenditures,Wages & Salaries Expenditures,Operating Expenditures,Operating Expenditures Per Capita
2017,Branford - Willoughby,New Haven,N,44.0,13063.5,24232.0,0.9,2575.0,0.09,8893.0,0.3,28482.0,1.0,237.0,4899.0,0.2,21314.0,0.8,241552.0,8.62,219548.0,7.83,24033.0,176571.0,224601.0,8.0
2017,Bridgeport,Fairfield,P,165.0,145936.0,451492.0,3.1,28080.0,0.19,96148.0,0.7,308281.0,2.1,1609.0,21288.0,0.1,559493.0,3.8,5920940.0,40.57,5825185.0,39.92,416064.0,2913445.0,5576104.0,38.2
2017,Bridgewater - Burnham,Litchfield,P,12.0,1648.0,18000.0,10.9,715.0,0.43,200.0,0.1,14259.0,8.7,259.0,2415.0,1.5,30025.0,18.2,137817.0,83.63,87988.0,53.39,12141.0,90186.0,140853.0,85.5
2017,Bristol,Hartford,P,140.0,60147.0,217265.0,3.6,19689.0,0.33,24372.0,0.4,258848.0,4.3,1889.0,51598.0,0.9,230435.0,3.8,2188999.0,36.39,2116075.0,35.18,243627.0,1526465.0,2576203.0,42.8
2017,Brookfield,Fairfield,P,34.0,17098.0,98872.0,5.8,8639.0,0.51,3398.0,0.2,136844.0,8.0,654.0,13419.0,0.8,64709.0,3.8,733308.0,42.89,719592.0,42.09,71405.0,534208.0,722768.0,42.3
2017,Brooklyn,Windham,P,149.0,8205.0,10769.0,1.3,3415.0,0.42,656.0,0.1,24652.0,3.0,146.0,1954.0,0.2,23121.0,2.8,139284.0,16.98,135030.0,16.46,18099.0,93342.0,143290.0,17.5
2017,Burlington,Hartford,P,73.0,9614.0,42541.0,4.4,3588.0,0.37,2897.0,0.3,66543.0,6.9,286.0,5602.0,0.6,45065.0,4.7,382828.0,39.82,354111.0,36.83,50271.0,240886.0,466084.0,48.5
2017,Canaan - David Hunt,Litchfield,P,40.0,1177.0,15600.0,13.3,525.0,0.45,532.0,0.5,12448.0,10.6,115.0,3001.0,2.5,24372.0,20.7,150546.0,127.91,45000.0,38.23,11539.0,75565.0,149313.0,126.9
2017,Canterbury,Windham,P,136.0,5065.0,26809.0,5.3,3251.0,0.64,1660.0,0.3,40511.0,8.0,230.0,2670.0,0.5,18054.0,3.6,162100.0,32.0,135395.0,26.73,21115.0,107240.0,158621.0,31.3
2017,Canton,Hartford,P,54.0,10287.0,91252.0,8.9,4441.0,0.43,7949.0,0.8,129646.0,12.6,475.0,12730.0,1.2,76964.0,7.5,612361.0,59.53,590593.0,57.41,94798.0,465791.0,616255.0,59.9
2017,Chaplin,Windham,P,132.0,2246.0,4080.0,1.8,1861.0,0.83,780.0,0.3,4691.0,2.1,53.0,710.0,0.3,19947.0,8.9,70449.0,31.37,70256.0,31.28,9241.0,31463.0,69622.0,31.0
2017,Cheshire,New Haven,P,68.0,29282.0,153069.0,5.2,11994.0,0.41,35973.0,1.2,366471.0,12.5,687.0,22626.0,0.8,123133.0,4.2,1804494.0,61.62,1740006.0,59.42,218588.0,1405386.0,1792137.0,61.2
2017,Chester,Middlesex,P,61.0,4255.0,11909.0,2.8,2090.0,0.49,877.0,0.2,20785.0,4.9,122.0,1106.0,0.3,18806.0,4.4,150988.0,35.48,143566.0,33.74,17647.0,118310.0,189142.0,44.5
2017,Clinton - Henry C. Hull,Middlesex,P,64.0,12961.0,131551.0,10.1,8386.0,0.65,49998.0,3.9,147921.0,11.4,987.0,17198.0,1.3,77226.0,6.0,880701.0,67.95,751000.0,57.94,83691.0,544967.0,814010.0,62.8
2017,Colchester - Cragin,New London,P,116.0,16061.0,95902.0,6.0,6228.0,0.39,7706.0,0.5,109757.0,6.8,647.0,11925.0,0.7,67518.0,4.2,752595.0,46.86,717265.0,44.66,62022.0,404146.0,744884.0,46.4
2017,Columbia - S.B. Little,Tolland,P,89.0,5433.0,18629.0,3.4,2926.0,0.54,5810.0,,41846.0,7.7,256.0,2753.0,0.5,59844.0,11.0,401907.0,73.98,381690.0,70.25,49624.0,220089.0,387991.0,71.4
2017,Cornwall,Litchfield,P,19.0,1380.0,16000.0,11.6,857.0,0.62,450.0,0.3,13583.0,9.8,181.0,4169.0,3.0,31533.0,22.9,145242.0,105.25,42000.0,30.43,6495.0,63483.0,149493.0,108.3
2017,Coventry - Booth Dim,Tolland,P,110.0,12433.0,54140.0,4.4,8448.0,0.68,6388.0,0.5,85548.0,6.9,499.0,7740.0,0.6,53708.0,4.3,465234.0,37.42,449624.0,36.16,37293.0,304702.0,477259.0,38.4
2017,Cromwell,Middlesex,P,95.0,13960.0,111325.0,8.0,3962.0,0.28,4576.0,0.3,75492.0,5.4,272.0,2961.0,0.2,70525.0,5.1,583289.0,41.78,570285.0,40.85,50570.0,445923.0,777124.0,55.7
2017,Danbury,Fairfield,P,124.0,84992.0,295921.0,3.5,26080.0,0.31,64563.0,0.8,556961.0,6.6,1969.0,19037.0,0.2,108009.0,1.3,2103200.0,24.75,2074877.0,24.41,230000.0,1585448.0,2007348.0,23.6
2017,Darien,Fairfield,P,2.0,21744.0,384369.0,17.7,12954.0,0.6,86921.0,4.0,638378.0,29.4,1409.0,65583.0,3.0,130494.0,6.0,4829272.0,222.1,3583457.0,164.8,535173.0,2237771.0,4829129.0,222.1
2017,Deep River,Middlesex,P,66.0,4482.0,32070.0,7.2,2541.0,0.57,2300.0,0.5,30421.0,6.8,268.0,4637.0,1.0,29843.0,6.7,236406.0,52.75,226265.0,50.48,26390.0,132802.0,233046.0,52.0
2017,Derby,New Haven,P,155.0,12631.0,99800.0,7.9,5347.0,0.42,5800.0,0.5,47100.0,3.7,538.0,8651.0,0.7,78090.0,6.2,535696.0,42.41,484022.0,38.32,75470.0,347097.0,548119.0,43.4
2017,Derby - Derby Neck,New Haven,N,155.0,13063.5,43663.0,3.5,2052.0,0.16,6123.0,0.5,39989.0,3.2,578.0,10435.0,0.8,69463.0,5.5,580300.0,45.94,500.0,0.04,42465.0,275126.0,522519.0,41.4
2017,Durham,Middlesex,P,58.0,7255.0,84464.0,11.6,3464.0,0.48,4136.0,0.6,121817.0,16.8,548.0,7255.0,1.0,68453.0,9.4,527773.0,72.75,505635.0,69.69,52325.0,345893.0,546924.0,75.4
2017,East Granby,Hartford,P,74.0,5170.0,44838.0,8.7,4803.0,0.93,3382.0,0.7,40878.0,7.9,184.0,3515.0,0.7,38667.0,7.5,310086.0,59.98,201000.0,38.88,24817.0,165553.0,302833.0,58.6
2017,East Haddam,Middlesex,P,84.0,9023.0,35676.0,4.0,3508.0,0.39,1288.0,0.1,57559.0,6.4,284.0,4109.0,0.5,46117.0,5.1,364435.0,40.39,295196.0,32.72,28719.0,276972.0,371993.0,41.2
2017,East Hampton,Middlesex,P,91.0,12869.0,60000.0,4.7,5264.0,0.41,5810.0,,67376.0,5.2,405.0,3798.0,0.3,68648.0,5.3,445903.0,34.65,440717.0,34.25,54400.0,283135.0,348118.0,27.1
2017,East Hartford,Hartford,P,158.0,50237.0,120392.0,2.4,12845.0,0.26,5372.0,0.1,72451.0,1.4,474.0,9799.0,0.2,75823.0,1.5,1091782.0,21.73,1087324.0,21.64,82842.0,797642.0,1038101.0,20.7
2017,East Haven - Hagaman,New Haven,P,139.0,28807.0,123200.0,4.3,7690.0,0.27,19825.0,0.7,90914.0,3.2,1103.0,15921.0,0.6,73197.0,2.5,879138.0,30.52,791799.0,27.49,54873.0,465919.0,875691.0,30.4
2017,East Lyme,New London,P,70.0,18886.0,117972.0,6.2,7164.0,0.38,6158.0,0.3,152905.0,8.1,591.0,4842.0,0.3,134433.0,7.1,1232954.0,65.28,1120845.0,59.35,123409.0,703490.0,1226026.0,64.9
2017,East Windsor - Warehouse,Hartford,P,118.0,11355.0,32069.0,2.8,2617.0,0.23,8005.0,0.7,36617.0,3.2,157.0,2284.0,0.2,39393.0,3.5,372952.0,32.84,256955.0,22.63,20879.0,200899.0,376593.0,33.2
2017,Eastford,Windham,P,93.0,1750.0,4049.0,2.3,840.0,0.48,200.0,0.1,5116.0,2.9,34.0,646.0,0.4,19345.0,11.1,47882.0,27.36,46768.0,26.72,8400.0,31473.0,48368.0,27.6
2017,Easton,Fairfield,P,16.0,7561.0,55280.0,4.6,3516.0,0.47,5810.0,,76615.0,10.1,465.0,7443.0,1.0,63588.0,8.4,863519.0,114.21,824807.0,109.09,82008.0,384047.0,594515.0,78.6
2017,Ellington - Hall,Tolland,P,107.0,16071.0,102641.0,6.4,13940.0,0.87,3882.0,0.2,124279.0,7.7,311.0,8452.0,0.5,72390.0,4.5,802284.0,49.92,756018.0,47.04,89507.0,513113.0,766455.0,47.7
2017,Enfield,Hartford,P,142.0,44368.0,201776.0,4.5,16273.0,0.37,38486.0,0.9,239019.0,5.4,539.0,15909.0,0.4,127646.0,2.9,1754351.0,39.54,1718948.0,38.74,153940.0,1060330.0,1701863.0,38.4
2017,Essex,Middlesex,P,23.0,6539.0,56029.0,8.6,2557.0,0.39,6456.0,1.0,71060.0,10.9,462.0,11139.0,1.7,41849.0,6.4,500315.0,76.51,283559.0,43.36,34068.0,337923.0,497309.0,76.1
2017,Essex - Ivoryton,Middlesex,N,23.0,13063.5,7250.0,1.1,655.0,0.1,2700.0,0.4,17285.0,2.6,103.0,1153.0,0.2,16114.0,2.5,166324.0,25.44,107000.0,16.36,12236.0,81821.0,147802.0,22.6
2017,Fairfield,Fairfield,P,17.0,61160.0,550904.0,9.0,27105.0,0.44,107370.0,1.8,816883.0,13.4,1726.0,44361.0,0.7,248657.0,4.1,3853179.0,63.0,3777191.0,61.76,518696.0,2729566.0,3627831.0,59.3
2017,Fairfield - Pequot,Fairfield,N,17.0,13063.5,50608.0,0.8,24001.0,0.39,3000.0,0.0,32206.0,0.5,541.0,24759.0,0.4,147875.0,2.4,1673997.0,27.37,350000.0,5.72,63206.0,518531.0,1197640.0,19.6
2017,Farmington,Hartford,P,27.0,25524.0,215002.0,8.4,21994.0,0.86,42189.0,1.7,332256.0,13.0,1118.0,25193.0,1.0,188119.0,7.4,2693057.0,105.51,2426064.0,95.05,195881.0,1439314.0,2477349.0,97.1
2017,Franklin - Janet Carlson,New London,P,85.0,1955.0,6690.0,3.4,1568.0,0.8,224.0,0.1,11152.0,5.7,619.0,4158.0,2.1,24367.0,12.5,69699.0,35.65,66165.0,33.84,11330.0,46585.0,64621.0,33.1
2017,Glastonbury - East,Hartford,N,84.0,13063.5,55280.0,4.6,5243.0,0.46,5810.0,,79387.0,7.1,262.0,5044.5,0.4,56998.0,4.7,460418.0,37.02,369539.0,31.73,50191.0,273187.0,451792.5,36.7
2017,Glastonbury - Welles-T.,Hartford,P,37.0,34584.0,235110.0,6.8,14912.0,0.43,19499.0,0.6,374345.0,10.8,597.0,13299.0,0.4,145177.0,4.2,1740821.0,50.34,1641346.0,47.46,305898.0,864567.0,1786889.0,51.7
2017,Goshen,Litchfield,P,30.0,2891.0,11516.0,4.0,2804.0,0.97,245.0,0.1,22599.0,7.8,195.0,1565.0,0.5,30183.0,10.4,155195.0,53.68,145965.0,50.49,25675.0,109236.0,143511.0,49.6
2017,Granby,Hartford,P,55.0,11247.0,63147.0,5.6,3715.0,0.33,11783.0,1.0,102838.0,9.1,409.0,5868.0,0.5,66713.0,5.9,541641.0,48.16,520967.0,46.32,45351.0,426099.0,698340.0,62.1
2017,Greenwich,Fairfield,P,1.0,62359.0,633646.0,10.2,43340.0,0.7,142502.0,2.3,1224468.0,19.6,1773.0,52900.0,0.8,385383.0,6.2,10789536.0,173.02,8115628.0,130.14,1272624.0,6019034.0,9484318.0,152.1
2017,Greenwich - Perrot,Fairfield,N,1.0,13063.5,167085.0,2.7,5513.0,0.09,35928.0,0.6,221147.0,3.5,421.0,13069.0,0.2,71719.0,1.2,1695324.0,27.19,1628280.0,26.11,180953.0,1118389.0,1579402.0,25.3
2017,Griswold - Slater,New London,P,151.0,16000.0,26792.0,1.7,3060.0,0.19,2010.0,0.1,27160.0,1.7,129.0,3181.0,0.2,28031.0,1.8,183990.0,11.5,105000.0,6.56,9293.0,72647.0,140384.0,8.8
2017,Groton,New London,P,106.0,39261.0,202500.0,5.2,12787.0,0.33,31512.0,0.8,298181.0,7.6,1216.0,22662.0,0.6,156581.0,4.0,1637941.0,41.72,1605200.0,40.89,161495.0,1288880.0,1661029.0,42.3
2017,Groton - Bill,New London,N,106.0,10000.0,25000.0,2.5,1200.0,0.12,2925.0,0.3,16869.0,1.7,183.0,5019.0,0.5,17685.0,1.8,231163.0,23.12,23000.0,2.3,23513.0,130000.0,194513.0,19.5
2017,Groton - Mystic,New London,N,106.0,13063.5,55000.0,4.2,4431.0,0.34,1800.0,0.1,61097.0,4.7,723.0,8999.0,0.7,43035.0,3.3,701370.0,54.01,163072.0,12.56,38960.0,364014.0,708489.0,54.6
2017,Guilford,New Haven,P,26.0,22277.0,142100.0,6.4,14990.0,0.67,11831.0,0.5,249136.0,11.2,5058.0,36830.0,1.7,110913.0,5.0,1343271.0,60.3,1056246.0,47.41,72957.0,814649.0,1143568.0,51.3
2017,Haddam - Brainerd,Middlesex,P,62.0,8260.0,35666.0,4.3,7324.0,0.89,5810.0,,49972.0,6.0,248.0,3047.0,0.4,40911.0,5.0,435355.0,52.71,345156.0,41.79,32499.0,272704.0,363856.0,44.1
2017,Hamden,New Haven,P,135.0,61125.0,243006.0,4.0,18773.0,0.31,15091.0,0.2,373455.0,6.1,570.0,9866.0,0.2,175792.0,2.9,2134707.0,34.92,2066490.0,33.81,248899.0,1622567.0,2006804.0,32.8
2017,Hampton - Fletcher,Windham,P,123.0,1837.0,3600.0,2.0,1218.0,0.66,5810.0,,4299.0,2.3,25.0,1373.0,0.7,14815.0,8.1,49272.0,26.82,32680.0,17.79,7736.0,19099.0,52367.0,28.5
2017,Hartford,Hartford,P,169.0,123243.0,860561.0,7.0,63977.0,0.52,113613.0,0.9,355919.0,2.9,4483.0,80480.0,0.7,357631.0,2.9,10065222.0,81.67,7860851.0,63.78,429667.0,5199696.0,9934637.0,80.6
2017,Hartland,Hartford,P,103.0,2117.0,730.0,0.3,613.0,0.29,5810.0,,1408.0,0.7,4.0,21.0,0.0,6781.0,3.2,8975.0,4.24,8975.0,4.24,8677.0,273187.0,17078.0,8.1
2017,Harwinton,Litchfield,P,71.0,5466.0,23221.0,4.2,1913.0,0.35,1479.0,0.3,39384.0,7.2,291.0,4704.0,0.9,41311.0,7.6,204557.0,37.42,173468.0,31.74,18307.0,151066.0,191612.0,35.1
2017,Hebron - Douglas,Tolland,P,99.0,9529.0,55816.0,5.9,3703.0,0.39,2667.0,0.3,50867.0,5.3,319.0,5780.0,0.6,49961.0,5.2,486608.0,51.07,444226.0,46.62,45656.0,252686.0,437238.0,45.9
2017,Kent,Litchfield,P,28.0,2819.0,42982.0,15.2,1183.0,0.42,601.0,0.2,27185.0,9.6,429.0,8633.0,3.1,25965.0,9.2,296671.0,105.24,100500.0,35.65,20326.0,176759.0,292016.0,103.6
2017,Killingly,Windham,P,146.0,17069.0,80202.0,4.7,4857.0,0.28,857.0,0.1,89473.0,5.2,512.0,7173.0,0.4,81717.0,4.8,576754.0,33.79,538518.0,31.55,66019.0,377576.0,590604.0,34.6
2017,Killingworth,Middlesex,P,41.0,6419.0,24127.0,3.8,2458.0,0.38,1586.0,0.2,40288.0,6.3,648.0,5220.0,0.8,32206.0,5.0,351916.0,54.82,247000.0,38.48,45479.0,186399.0,344958.0,53.7
2017,Lebanon - JonTrumbull,New London,P,112.0,7197.0,38500.0,5.3,2495.0,0.35,5200.0,0.7,63357.0,8.8,219.0,2976.0,0.4,52906.0,7.4,327250.0,45.47,276148.0,38.37,39701.0,158830.0,309793.0,43.0
2017,Ledyard,New London,P,120.0,14911.0,63245.0,4.2,5518.0,0.37,6731.0,0.5,108637.0,7.3,475.0,15718.0,1.1,78917.0,5.3,623233.0,41.8,588512.0,39.47,71889.0,471963.0,822116.0,55.1
2017,Litchfield - OWL,Litchfield,P,43.0,8175.0,77584.0,9.5,4165.0,0.51,10259.0,1.3,149877.0,18.3,518.0,14037.0,1.7,84969.0,10.4,824343.0,100.84,351000.0,42.94,95909.0,431782.0,804591.0,98.4
2017,Lyme,New London,P,13.0,2355.0,17054.0,7.2,1271.0,0.54,686.0,0.3,16592.0,7.0,118.0,1000.0,0.4,26695.0,11.3,236111.0,100.26,170411.0,72.36,27910.0,113029.0,241368.0,102.5
2017,Madison - E.C.Scranton,New Haven,P,22.0,18151.0,109243.0,6.0,8383.0,0.46,18356.0,1.0,173231.0,9.5,644.0,10119.0,0.6,109891.0,6.1,1479994.0,81.54,1290441.0,71.09,114271.0,754197.0,1492807.0,82.2
2017,Manchester,Hartford,P,134.0,57873.0,281166.0,4.9,22688.0,0.39,50898.0,0.9,690594.0,11.9,972.0,25862.0,0.4,223597.0,3.9,3171243.0,54.8,3053576.0,52.76,331465.0,1775908.0,3104279.0,53.6
2017,Mansfield,Tolland,P,159.0,25969.0,73003.0,2.8,5812.0,0.22,12740.0,0.5,183612.0,7.1,483.0,10940.0,0.4,79093.0,3.0,981304.0,37.79,955270.0,36.79,50191.0,592986.0,868308.0,33.4
2017,Marlborough-Richmond,Hartford,P,80.0,6402.0,42769.0,6.7,2559.0,0.4,5202.0,0.8,90289.0,14.1,156.0,2819.0,0.4,43035.0,6.7,371587.0,58.04,332092.0,51.87,44491.0,211393.0,415780.0,64.9
2017,Meriden,New Haven,P,160.0,59622.0,283628.0,4.8,17510.0,0.29,52600.0,0.9,222807.0,3.7,1649.0,20625.0,0.3,198762.0,3.3,2314576.0,38.82,2226299.0,37.34,198146.0,1738315.0,2779711.0,46.6
2017,Middlebury,New Haven,P,46.0,7641.0,48872.0,6.4,2671.0,0.35,5810.0,,75482.0,9.9,981.0,7295.0,1.0,66671.0,8.7,417042.0,54.58,404842.0,52.98,59560.0,247275.0,454268.0,59.5
2017,Middlefield - Levi Coe,Middlesex,P,83.0,4387.0,13333.0,3.0,1478.0,0.34,2495.0,0.6,27925.0,6.4,144.0,2269.0,0.5,22242.0,5.1,313637.0,71.49,294285.0,67.08,20179.0,165520.0,309376.0,70.5
2017,Middletown - Russell,Middlesex,P,133.0,46544.0,213301.0,4.6,14745.0,0.32,43472.0,0.9,289206.0,6.2,808.0,14387.0,0.3,186647.0,4.0,2954535.0,63.48,2777021.0,59.66,216807.0,2348434.0,3752314.0,80.6
2017,Milford,New Haven,P,49.0,54054.0,165386.0,3.1,25220.0,0.47,41501.0,0.8,230126.0,4.3,707.0,22222.0,0.4,144098.0,2.7,1672496.0,30.94,1612368.0,29.83,154000.0,905301.0,1659214.0,30.7
2017,Monroe - Edith Wheeler,Fairfield,P,42.0,19658.0,145713.0,7.4,9335.0,0.47,12854.0,0.7,155627.0,7.9,646.0,16547.0,0.8,95533.0,4.9,827658.0,42.1,756249.0,38.47,90325.0,544543.0,780541.0,39.7
2017,Montville - Raymond,New London,P,141.0,19231.0,14352.0,0.7,5907.0,0.31,9.0,0.0,32885.0,1.7,24.0,1162.0,0.1,23426.0,1.2,75634.0,3.93,45000.0,2.34,13597.0,89971.0,153970.0,8.0
2017,Morris,Litchfield,P,48.0,2279.0,9341.0,4.1,965.0,0.42,2080.0,0.9,16767.0,7.4,177.0,1338.0,0.6,17437.0,7.7,107365.0,47.11,83033.0,36.43,11474.0,77353.0,105035.0,46.1
2017,Naugatuck - Howard W.,New Haven,P,154.0,31392.0,103245.0,3.3,8529.0,0.27,16823.0,0.5,65632.0,2.1,780.0,11348.0,0.4,55066.0,1.8,774667.0,24.68,591217.0,18.83,35245.0,441485.0,739162.0,23.5
2017,New Britain,Hartford,P,167.0,72558.0,251730.0,3.5,19673.0,0.27,60568.0,0.8,309240.0,4.3,1573.0,26060.0,0.4,232928.0,3.2,3107223.0,42.82,3025000.0,41.69,264638.0,1770890.0,3146589.0,43.4
2017,New Canaan,Fairfield,P,3.0,20280.0,208543.0,10.3,11011.0,0.54,51285.0,2.5,366078.0,18.1,1273.0,27135.0,1.3,121161.0,6.0,3272754.0,161.38,2508299.0,123.68,254871.0,1716952.0,3156389.0,155.6
2017,New Fairfield,Fairfield,P,53.0,14005.0,65273.0,4.7,7603.0,0.54,4992.0,0.4,96200.0,6.9,254.0,5760.0,0.4,48273.0,3.4,500700.0,35.75,477060.0,34.06,37808.0,414103.0,586461.0,41.9
2017,New Hartford - Bakerville,Litchfield,N,86.0,13063.5,4128.0,0.6,1658.0,0.25,713.0,0.1,11480.0,1.7,10.0,820.0,0.1,12476.0,1.9,113242.0,16.82,46185.0,6.86,9533.0,32348.0,115617.0,17.2
2017,New Hartford-Licia M.B.,Litchfield,P,86.0,6733.0,63000.0,9.4,3352.0,0.5,7200.0,1.1,61709.0,9.2,246.0,3230.0,0.5,76083.0,11.3,326700.0,48.52,234885.0,34.89,47046.0,175850.0,326700.0,48.5
2017,New Haven,New Haven,P,163.0,129934.0,547303.0,4.2,37500.0,0.29,58915.0,0.5,393289.0,3.0,2742.0,52415.0,0.4,414242.0,3.2,4586084.0,35.3,4169359.0,32.09,453163.0,2851083.0,6207829.0,47.8
2017,New London,New London,P,164.0,26984.0,130597.0,4.8,6594.0,0.24,37051.0,1.4,57615.0,2.1,906.0,16660.0,0.6,83132.0,3.1,875985.0,32.46,787500.0,29.18,52628.0,474590.0,890915.0,33.0
2017,New Milford,Litchfield,P,67.0,27151.0,157635.0,5.8,10748.0,0.4,7735.0,0.3,207275.0,7.6,754.0,12324.0,0.5,96769.0,3.6,1204096.0,44.35,1039165.0,38.27,206538.0,644347.0,1355209.0,49.9
2017,Newington - Lucy Welles,Hartford,P,108.0,30423.0,179705.0,5.9,12514.0,0.41,60193.0,2.0,328723.0,10.8,962.0,33137.0,1.1,171881.0,5.6,2556521.0,84.03,2522609.0,82.92,234846.0,1391715.0,2563177.0,84.3
2017,Newtown - Cyr.Booth,Fairfield,P,47.0,27865.0,142703.0,5.1,12068.0,0.43,21307.0,0.8,204686.0,7.3,749.0,15010.0,0.5,128773.0,4.6,1609219.0,57.75,1272100.0,45.65,113485.0,796384.0,1490743.0,53.5
2017,Norfolk,Litchfield,P,33.0,1632.0,32935.0,20.2,1193.0,0.73,12000.0,7.4,23540.0,14.4,207.0,5891.0,3.6,37885.0,23.2,459474.0,281.54,2500.0,1.53,36832.0,182716.0,430296.0,263.7
2017,North Branford,New Haven,P,98.0,14198.0,52600.0,3.7,4605.0,0.32,5686.0,0.4,80158.0,5.6,520.0,8460.0,0.6,77692.0,5.5,648070.0,45.65,614681.0,43.29,62451.0,424334.0,678420.0,47.8
2017,North Canaan - Douglas,Litchfield,P,126.0,3186.0,14000.0,4.4,878.0,0.28,525.0,0.2,15440.0,4.8,137.0,1165.0,0.4,21130.0,6.6,126186.0,39.61,90740.0,28.48,9180.0,72678.0,124420.0,39.1
2017,North Haven,New Haven,P,63.0,23709.0,114296.0,4.8,11357.0,0.48,21476.0,0.9,173212.0,7.3,517.0,10628.0,0.4,108165.0,4.6,1024808.0,43.22,972745.0,41.03,103580.0,699242.0,987174.0,41.6
2017,North Stonington-Wheeler,New London,P,78.0,5271.0,27443.0,5.2,2524.0,0.48,1190.0,0.2,32847.0,6.2,205.0,5902.0,1.1,24300.0,4.6,166930.0,31.67,30000.0,5.69,21640.0,85805.0,158985.0,30.2
2017,Norwalk,Fairfield,P,38.0,88438.0,666530.0,7.5,33579.0,0.38,52874.0,0.6,422833.0,4.8,1938.0,39804.0,0.5,243876.0,2.8,3485173.0,39.41,3433573.0,38.82,462449.0,2658367.0,4857767.0,54.9
2017,Norwalk - East,Fairfield,N,84.0,13063.5,55280.0,4.6,5243.0,0.46,5810.0,,79387.0,7.1,262.0,5044.5,0.4,56998.0,4.7,460418.0,37.02,369539.0,31.73,50191.0,273187.0,451792.5,36.7
2017,Norwalk - Rowayton,Fairfield,N,38.0,3700.0,37386.0,10.1,1588.0,0.43,3490.0,0.9,40432.0,10.9,342.0,5556.0,1.5,28984.0,7.8,305510.0,82.57,199800.0,54.0,52188.0,154622.0,288461.0,78.0
2017,Norwich - Otis,New London,P,157.0,39556.0,150744.0,3.8,39403.0,1.0,5021.0,0.1,91412.0,2.3,636.0,12521.0,0.3,91294.0,2.3,1297403.0,32.8,1063000.0,26.87,49278.0,762656.0,1236688.0,31.3
2017,Old Lyme - Phoebe,New London,P,20.0,7469.0,52332.0,7.0,4077.0,0.55,4443.0,0.6,68193.0,9.1,415.0,8786.0,1.2,46314.0,6.2,734016.0,98.28,315000.0,42.17,45239.0,402855.0,733177.0,98.2
2017,Old Saybrook - Acton,Middlesex,P,21.0,10093.0,113419.0,11.2,4512.0,0.45,5901.0,0.6,119950.0,11.9,270.0,3571.0,0.4,75243.0,7.5,789811.0,78.25,754667.0,74.77,111327.0,461628.0,731433.0,72.5
2017,Orange - Case,New Haven,P,32.0,13912.0,99878.0,7.2,4462.0,0.32,14909.0,1.1,131725.0,9.5,301.0,11723.0,0.8,107667.0,7.7,694712.0,49.94,676339.0,48.62,64950.0,439554.0,843380.0,60.6
2017,Oxford,New Haven,P,50.0,12984.0,34126.0,2.6,3813.0,0.29,1927.0,0.1,31582.0,2.4,457.0,4958.0,0.4,33418.0,2.6,269122.0,20.73,266008.0,20.49,27697.0,218235.0,287882.0,22.2
2017,Plainfield - Aldrich,Windham,P,153.0,15067.0,13765.0,0.9,5243.0,0.46,753.0,0.0,15673.0,1.0,49.0,853.0,0.1,20977.0,1.4,70275.0,4.66,66837.0,4.44,4536.0,34850.0,47530.0,3.2
2017,Plainville,Hartford,P,128.0,17677.0,117506.0,6.6,6608.0,0.37,11397.0,0.6,143555.0,8.1,565.0,14337.0,0.8,97319.0,5.5,755720.0,42.75,699779.0,39.59,97128.0,454561.0,692149.0,39.2
2017,Plymouth - Terryville,Litchfield,P,145.0,11749.0,80000.0,6.8,3249.0,0.28,6549.0,0.6,52961.0,4.5,390.0,5873.0,0.5,68109.0,5.8,458093.0,38.99,454220.0,38.66,80176.0,288650.0,461620.0,39.3
2017,Pomfret,Windham,P,115.0,4149.0,15867.0,3.8,2000.0,0.48,2340.0,0.6,15815.0,3.8,149.0,1147.0,0.3,19191.0,4.6,110778.0,26.7,100490.0,24.22,11825.0,87567.0,122553.0,29.5
2017,Portland,Middlesex,P,87.0,9349.0,79262.0,8.5,4360.0,0.47,6233.0,0.7,119803.0,12.8,225.0,6982.0,0.7,79192.0,8.5,693722.0,74.2,656250.0,70.19,85442.0,476600.0,702011.0,75.1
2017,Preston,New London,P,117.0,4685.0,16076.0,3.4,2308.0,0.49,753.0,0.2,18310.0,3.9,133.0,2574.0,0.5,34329.0,7.3,181078.0,38.65,177594.0,37.91,18383.0,103806.0,186855.0,39.9
2017,Prospect,New Haven,P,102.0,9755.0,33100.0,3.4,2984.0,0.31,7800.0,0.8,37805.0,3.9,316.0,5715.0,0.6,41344.0,4.2,304753.0,31.24,298576.0,30.61,40000.0,197331.0,319717.0,32.8
2017,Putnam,Windham,P,156.0,9333.0,53401.0,5.7,6525.0,0.7,884.0,0.1,74182.0,7.9,436.0,7745.0,0.8,42008.0,4.5,517620.0,55.46,506062.0,54.22,34448.0,312368.0,508727.0,54.5
2017,Redding - Mark Twain,Fairfield,P,18.0,9216.0,80843.0,8.8,3840.0,0.42,3700.0,0.4,129850.0,14.1,429.0,12558.0,1.4,69339.0,7.5,883602.0,95.88,501958.0,54.47,111216.0,453867.0,862864.0,93.6
